Employee ID,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Count,Gender,Job Level,Job Role,Marital Status,Monthly Income,Num Companies Worked,Over 18,Percent Salary Hike,Standard Hours,Stock Option Level,Total Working Years,Training Times Last Year,Years At Company,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Job Satisfaction,Work Life Balance,Job Involvement,Performance Rating,Salary Category,Age Group
4208,33,No,Travel Frequently,Sales,29,4,Life Sciences,1,Female,1,Human Resources,Single,31800,1,Y,14,8,1,15,2,15,8,12,1,4,3,3,3,High,25-34
1396,50,No,Travel Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2,3,3,2,2,3,High,25-34
2866,50,No,Travel Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2,3,3,2,2,3,High,25-34
4336,50,No,Travel Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2,3,3,2,2,3,High,25-34
1064,47,No,Travel Rarely,Sales,2,2,Life Sciences,1,Female,5,Ma0ger,Single,31960,4,Y,14,8,1,7,3,2,2,0,2,3,3,2,3,High,25-34
2534,47,No,Travel Rarely,Sales,2,2,Life Sciences,1,Female,5,Ma0ger,Single,31960,4,Y,14,8,1,7,3,2,2,0,2,3,3,2,3,High,25-34
4004,47,No,Travel Rarely,Sales,2,2,Life Sciences,1,Female,5,Ma0ger,Single,31960,4,Y,14,8,1,7,3,2,2,0,2,3,3,2,3,High,25-34
1015,38,No,Travel Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,4,3,3,2,3,High,25-34
2485,38,No,Travel Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,4,3,3,2,3,High,25-34
3955,38,No,Travel Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4,4,3,3,2,3,High,35-44
610,50,No,Travel Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,4,1,0,3,4,High,35-44
2080,50,No,Travel Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,4,1,0,3,4,High,35-44
3550,50,No,Travel Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,4,1,3,3,4,High,25-34
341,28,Yes,Travel Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1,3,3,2,2,3,High,25-34
1811,28,Yes,Travel Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1,3,3,2,2,3,High,25-34
3281,28,Yes,Travel Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1,3,3,2,2,3,High,25-34
465,38,No,Travel Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2,3,3,2,2,3,High,25-34
1935,38,No,Travel Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2,3,3,2,2,3,High,25-34
3405,38,No,Travel Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2,3,3,2,2,3,High,45-54
1343,43,No,Travel Frequently,Sales,2,2,Life Sciences,1,Male,1,Sales Executive,Single,32110,4,Y,13,8,0,18,2,3,1,2,2,3,3,4,3,High,45-54
2813,43,No,Travel Frequently,Sales,2,2,Life Sciences,1,Male,1,Sales Executive,Single,32110,4,Y,13,8,0,18,2,3,1,2,2,3,3,4,3,High,45-54
4283,43,No,Travel Frequently,Sales,2,2,Life Sciences,1,Male,1,Sales Executive,Single,32110,4,Y,13,8,0,18,2,3,1,2,2,3,3,4,3,High,35-44
426,25,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3,High,35-44
1896,25,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3,High,35-44
3366,25,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3,High,35-44
719,56,No,Travel Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3,High,35-44
2189,56,No,Travel Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3,High,35-44
3659,56,No,Travel Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3,High,25-34
1199,35,No,Travel Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,3,3,4,2,4,High,25-34
2669,35,No,Travel Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,3,3,4,2,4,High,25-34
4139,35,No,Travel Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,3,3,4,2,4,High,25-34
470,18,No,No Travel,Sales,5,4,Other,1,Male,2,Ma0ger,Single,32300,1,Y,12,8,1,0,3,0,0,0,2,4,3,3,3,High,35-44
1940,18,No,No Travel,Sales,5,4,Other,1,Male,2,Ma0ger,Single,32300,1,Y,12,8,1,0,3,0,0,0,2,4,3,3,3,High,25-34
3410,18,No,No Travel,Sales,5,4,Other,1,Male,2,Ma0ger,Single,32300,1,Y,12,8,1,0,3,0,0,0,2,4,3,3,3,High,35-44
770,34,No,Travel Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3,High,25-34
2240,34,No,Travel Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3,High,35-44
3710,34,No,Travel Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3,High,35-44
1019,37,No,Travel Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,2,2,3,2,3,High,35-44
2489,37,No,Travel Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,2,2,3,2,3,High,35-44
3959,37,No,Travel Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3,2,2,3,2,3,High,35-44
861,26,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0,1,4,3,3,3,High,35-44
1223,35,No,Travel Rarely,Human Resources,3,4,Human Resources,1,Male,2,Ma0ger,Married,32940,0,Y,11,8,0,6,2,5,0,3,1,2,3,3,3,High,35-44
2331,26,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0,1,4,3,3,3,High,45-54
2693,35,No,Travel Rarely,Human Resources,3,4,Human Resources,1,Male,2,Ma0ger,Married,32940,0,Y,11,8,0,6,2,5,0,3,1,2,3,3,3,High,45-54
3801,26,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0,1,4,3,3,3,High,45-54
4163,35,No,Travel Rarely,Human Resources,3,4,Human Resources,1,Male,2,Ma0ger,Married,32940,0,Y,11,8,0,6,2,5,0,3,1,2,3,3,3,High,35-44
1434,33,No,Travel Rarely,Sales,9,1,Other,1,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1,3,2,3,3,4,High,35-44
2904,33,No,Travel Rarely,Sales,9,1,Other,1,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1,3,2,3,3,4,High,35-44
4374,33,No,Travel Rarely,Sales,9,1,Other,1,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1,3,2,3,3,4,High,25-34
212,32,Yes,No Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2,4,3,3,2,4,High,25-34
1682,32,Yes,No Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2,4,3,3,2,4,High,25-34
3152,32,Yes,No Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2,4,3,3,2,4,High,35-44
1398,33,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6,4,2,3,1,3,High,35-44
2868,33,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6,4,2,3,1,3,High,35-44
4338,33,No,Travel Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6,4,2,3,1,3,High,25-34
485,50,No,Travel Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0,1,4,3,4,4,High,25-34
1955,50,No,Travel Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0,1,4,3,4,4,High,25-34
3425,50,No,Travel Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0,1,4,3,4,4,High,35-44
1335,56,Yes,Travel Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,2,2,3,1,3,High,45-54
2805,56,Yes,Travel Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,2,2,3,1,3,High,35-44
4275,56,Yes,Travel Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,2,2,3,1,3,High,45-54
439,45,No,No Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8,3,2,2,3,3,High,35-44
1909,45,No,No Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8,3,2,2,3,3,High,45-54
3379,45,No,No Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8,3,2,2,3,3,High,25-34
1128,34,No,Travel Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,4,3,2,2,3,High,25-34
2598,34,No,Travel Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,4,3,2,2,3,High,25-34
4068,34,No,Travel Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1,Y,16,8,0,9,2,8,1,1,4,3,2,2,3,High,25-34
353,27,No,Travel Rarely,Sales,2,4,Medical,1,Male,2,Ma0ger,Divorced,33460,1,Y,21,8,1,9,2,9,0,8,3,4,3,2,4,High,25-34
1823,27,No,Travel Rarely,Sales,2,4,Medical,1,Male,2,Ma0ger,Divorced,33460,1,Y,21,8,1,9,2,9,0,8,3,4,3,2,4,High,25-34
3293,27,No,Travel Rarely,Sales,2,4,Medical,1,Male,2,Ma0ger,Divorced,33460,1,Y,21,8,1,9,2,9,0,8,3,4,3,2,4,High,45-54
710,40,No,Travel Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4,High,45-54
2180,40,No,Travel Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4,High,45-54
3650,40,No,Travel Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4,High,45-54
149,52,No,Travel Rarely,Research & Development,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2,Y,21,8,0,28,2,5,0,4,4,3,3,2,4,High,45-54
1619,52,No,Travel Rarely,Research & Development,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2,Y,21,8,0,28,2,5,0,4,4,3,3,2,4,High,45-54
3089,52,No,Travel Rarely,Research & Development,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2,Y,21,8,0,28,2,5,0,4,4,3,3,2,4,High,35-44
979,36,Yes,Travel Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,2,1,3,3,4,High,35-44
2449,36,Yes,Travel Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,2,1,3,3,4,High,35-44
3919,36,Yes,Travel Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,2,1,3,3,4,High,45-54
12,36,No,Travel Rarely,Research & Development,28,1,Life Sciences,1,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11,0,4,3,3,3,High,45-54
1482,36,No,Travel Rarely,Research & Development,28,1,Life Sciences,1,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11,4,4,3,3,3,High,45-54
2952,36,No,Travel Rarely,Research & Development,28,1,Life Sciences,1,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11,4,4,3,3,3,High,25-34
265,37,No,Travel Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Ma0ger,Single,33880,3,Y,11,8,0,4,2,1,0,0,4,4,3,4,3,High,25-34
1735,37,No,Travel Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Ma0ger,Single,33880,3,Y,11,8,0,4,2,1,0,0,4,4,3,4,3,High,25-34
3205,37,No,Travel Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Ma0ger,Single,33880,3,Y,11,8,0,4,2,1,0,0,4,4,3,4,3,High,35-44
217,24,No,Travel Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1,Y,15,8,2,6,2,6,1,4,2,4,3,2,3,High,35-44
1326,24,No,Travel Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0,Y,13,8,1,6,4,5,1,2,2,3,3,3,3,High,35-44
1687,24,No,Travel Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1,Y,15,8,2,6,2,6,1,4,2,4,3,2,3,High,35-44
2796,24,No,Travel Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0,Y,13,8,1,6,4,5,1,2,2,3,3,3,3,High,35-44
3157,24,No,Travel Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1,Y,15,8,2,6,2,6,1,4,2,4,3,2,3,High,35-44
4266,24,No,Travel Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0,Y,13,8,1,6,4,5,1,2,2,3,3,3,3,High,25-34
632,27,No,Travel Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,1,1,2,3,4,High,25-34
2102,27,No,Travel Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,1,1,2,3,4,High,25-34
3572,27,No,Travel Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,1,1,2,3,4,High,55 and above
234,43,No,Travel Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3,Y,11,8,1,10,5,8,4,7,4,3,3,3,3,High,55 and above
1704,43,No,Travel Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3,Y,11,8,1,10,5,8,4,7,4,3,3,3,3,High,55 and above
3174,43,No,Travel Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3,Y,11,8,1,10,5,8,4,7,4,3,3,3,3,High,35-44
1216,33,No,Travel Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,4,3,3,3,3,High,35-44
1242,46,No,Travel Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,2,1,2,1,3,High,35-44
2686,33,No,Travel Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,4,3,3,3,3,High,Under 25
2712,46,No,Travel Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,2,1,2,1,3,High,Under 25
4156,33,No,Travel Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,4,3,3,3,3,High,Under 25
4182,46,No,Travel Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,2,1,2,1,3,High,25-34
1139,53,Yes,Travel Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,High,25-34
2609,53,Yes,Travel Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,High,25-34
4079,53,Yes,Travel Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,High,35-44
814,49,No,Travel Rarely,Research & Development,5,4,Life Sciences,1,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,3,1,3,3,3,High,35-44
2284,49,No,Travel Rarely,Research & Development,5,4,Life Sciences,1,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,3,1,3,3,3,High,35-44
3754,49,No,Travel Rarely,Research & Development,5,4,Life Sciences,1,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,3,1,3,3,3,High,25-34
1422,46,No,Travel Rarely,Research & Development,25,1,Medical,1,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3,4,1,3,3,3,High,35-44
2892,46,No,Travel Rarely,Research & Development,25,1,Medical,1,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3,4,1,3,3,3,High,25-34
4362,46,No,Travel Rarely,Research & Development,25,1,Medical,1,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3,4,1,3,3,3,High,35-44
247,45,Yes,Travel Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0,1,1,3,3,3,High,25-34
1717,45,Yes,Travel Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0,1,1,3,3,3,High,35-44
3187,45,Yes,Travel Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0,1,1,3,3,3,High,25-34
1444,42,No,Travel Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15,3,4,3,3,3,High,25-34
2914,42,No,Travel Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15,3,4,3,3,3,High,25-34
4384,42,No,Travel Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15,3,4,3,3,3,High,25-34
692,39,No,Travel Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,1,3,3,3,3,High,25-34
2162,39,No,Travel Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,1,3,3,3,3,High,25-34
3632,39,No,Travel Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,1,3,3,3,3,High,25-34
587,30,No,Travel Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,0,3,3,3,High,25-34
2057,30,No,Travel Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,3,3,3,3,High,25-34
3527,30,No,Travel Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,0,3,3,3,High,45-54
337,29,No,Travel Rarely,Research & Development,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7,3,3,3,2,3,High,45-54
560,36,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3,High,45-54
908,44,No,Travel Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,1,4,3,2,3,High,55 and above
1807,29,No,Travel Rarely,Research & Development,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7,3,3,3,2,3,High,55 and above
2030,36,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3,High,55 and above
2378,44,No,Travel Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,1,4,3,2,3,High,45-54
3277,29,No,Travel Rarely,Research & Development,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7,3,3,3,2,3,High,45-54
3500,36,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3,High,45-54
3848,44,No,Travel Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,1,4,3,2,3,High,25-34
519,20,Yes,Travel Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4,High,25-34
1989,20,Yes,Travel Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4,High,25-34
3459,20,Yes,Travel Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4,High,25-34
200,18,Yes,Travel Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0,2,2,3,4,3,High,25-34
1670,18,Yes,Travel Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0,2,2,3,4,3,High,25-34
3140,18,Yes,Travel Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0,2,2,3,4,3,High,35-44
1423,32,Yes,Travel Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,High,35-44
2893,32,Yes,Travel Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,High,35-44
4363,32,Yes,Travel Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,High,45-54
455,33,No,Travel Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2,2,4,3,3,3,High,45-54
1925,33,No,Travel Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2,2,4,3,3,3,High,45-54
3395,33,No,Travel Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2,2,4,3,3,3,High,35-44
160,40,No,Travel Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0,Y,18,8,1,21,2,20,1,12,3,3,3,2,3,High,35-44
1630,40,No,Travel Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0,Y,18,8,1,21,2,20,1,12,3,3,3,2,3,High,35-44
3100,40,No,Travel Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0,Y,18,8,1,21,2,20,1,12,3,3,3,2,3,High,35-44
460,27,No,Travel Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2,3,2,3,3,3,High,35-44
1930,27,No,Travel Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2,3,2,3,3,3,High,35-44
3400,27,No,Travel Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2,3,2,3,3,3,High,35-44
1070,46,No,Travel Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8,1,1,3,3,3,High,35-44
2540,46,No,Travel Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8,1,1,3,3,3,High,35-44
4010,46,No,Travel Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2,Y,14,8,0,25,0,19,2,8,1,1,3,3,3,High,Under 25
1218,32,No,Travel Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,4,4,2,2,3,High,Under 25
2688,32,No,Travel Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,4,4,2,2,3,High,Under 25
4158,32,No,Travel Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,4,4,2,2,3,High,Under 25
